,make,model,model_year,gear,fuel_type,engine_cc,mileage_km,price (Rs.)
638,Toyota, VITZ,2018,Automatic,Petrol,1000,20000,7250000
640,Toyota, KDH,2006,Automatic,Diesel,2490,137000,8650000
641,Toyota, Townace,2000,Automatic,Diesel,2180,250000,5500000
642,Toyota, Allion,2008,Automatic,Petrol,1500,164000,8425000
643,Toyota, PASSO,2004,Automatic,Petrol,1000,115000,3475000
644,Toyota, Passo,2007,Automatic,Petrol,1000,86000,3990000
650,Toyota, Passo,2004,Automatic,Petrol,1000,108000,3625000
651,Toyota, VITZ,2018,Automatic,Petrol,1000,7000,7650000
652,Toyota, Axio,2015,Automatic,Petrol,1290,90355,9800000
653,Toyota, Axio,2008,Automatic,Petrol,1500,120000,6550000
655,Toyota, Premio,2013,Automatic,Petrol,1500,57000,9490000
657,Toyota, Axio,2007,Automatic,Petrol,1500,134000,6590000
658,Toyota, Pixis,2015,Automatic,Petrol,650,125000,4475000
659,Toyota, KDH,2007,Automatic,Diesel,3000,190000,8900000
660,Toyota, EE102,2000,Automatic,Petrol,1500,123456,2340000
661,Toyota, Passo,2018,Automatic,Petrol,1000,24809,6990000
662,Toyota, Forklift,2005,Manual,Diesel,2000,10000,980000
663,Toyota, KDH22R,2007,Manual,Diesel,2494,190000,8300000
664,Toyota, Axio,2007,Automatic,Petrol,1500,150000,6350000
665,Toyota, Allion,2005,Automatic,Petrol,1490,130000,6695000
667,Toyota, Soluna,2000,Manual,Petrol,1500,98000,2750000
668,Toyota, Premio,2011,Automatic,Petrol,1500,94000,8190000
670,Toyota, Passo,2008,Automatic,Petrol,1000,110000,4150000
671,Toyota, IST,2003,Automatic,Petrol,1300,127000,3850000
673,Toyota, Passo,2004,Automatic,Petrol,1000,135000,3700000
674,Toyota, Prius,2013,Automatic,Petrol,1790,160000,6650000
675,Toyota, Vios,2009,Automatic,Petrol,1500,150000,4590000
676,Toyota, Prius,2013,Automatic,Petrol,1600,135000,6350000
679,Toyota, Vitz,2000,Automatic,Petrol,1000,172000,2975000
682,Toyota, Prius,2009,Automatic,Petrol,1800,189000,5500000
684,Toyota, SUPER,2006,Automatic,Diesel,3000,264000,9375000
686,Toyota, Allion,2005,Automatic,Petrol,1500,123030,6100000
687,Toyota, Aqua,2014,Automatic,Petrol,1500,118800,5785000
689,Toyota, NOAH,2006,Automatic,Petrol,1760,112250,4970000
690,Toyota, Passo,2018,Automatic,Petrol,1000,36854,5825000
691,Toyota, Corolla,2007,Automatic,Petrol,1600,200000,5390000
692,Toyota, VITZ,2007,Automatic,Petrol,1300,154000,5150000
693,Toyota, AQUA,2015,Automatic,Petrol,1500,106000,5900000
694,Toyota, Axio,2016,Automatic,Petrol,1500,33000,9850000
695,Toyota, Noah,2001,Automatic,Diesel,2180,225000,5775000
697,Toyota, Axio,2017,Automatic,Petrol,1500,43000,9850000
704,Toyota, Vitz,2018,Automatic,Petrol,1000,27000,7975000
705,Toyota, Passo,2007,Automatic,Petrol,1000,130,4090000
708,Toyota, Axio,2015,Automatic,Petrol,1500,86000,8500000
709,Toyota, Aqua,2014,Automatic,Petrol,1500,95000,5100000
711,Toyota, Axio,2014,Automatic,Petrol,1500,95000,7750000
715,Toyota, LH178,2002,Automatic,Diesel,3000,450000,5775000
719,Toyota, Super,2003,Automatic,Diesel,3000,344000,1995000
721,Toyota, Pixis,2015,Automatic,Petrol,650,70000,4700000
722,Toyota, KDH,2006,Automatic,Diesel,2500,153000,910000
723,Toyota, BELTA,2007,Automatic,Petrol,1000,102000,5250000
724,Toyota, Kdh,2011,Automatic,Diesel,3000,162000,9800000
725,Toyota, LH,2021,Manual,Diesel,1234,1234,690000
727,Toyota, Vitz,2016,Automatic,Petrol,1000,85000,6000000
728,Toyota, KDH,2011,Automatic,Diesel,3000,165000,10150000
729,Toyota, KDH,2012,Automatic,Diesel,3000,121000,9850000
733,Toyota, Allion,2007,Automatic,Petrol,1500,90000,7200000
734,Toyota, Coaster,2008,Automatic,Diesel,4000,190000,7250000
736,Toyota, Coaster,2014,Automatic,Diesel,4000,180000,9800000
738,Toyota, ALLION,2004,Automatic,Petrol,1500,164000,6000000
739,Toyota, Platz,2000,Automatic,Petrol,1000,250000,2950000
741,Toyota, Verossa,2001,Automatic,Petrol,2000,127000,4600000
743,Toyota, Carina,2000,Automatic,Petrol,1600,273000,3675000
744,Toyota, Allion,2008,Automatic,Petrol,1500,119000,7260000
745,Toyota, Hilux,2003,Automatic,Diesel,2500,333400,6180000
747,Toyota, Vitz,2008,Automatic,Petrol,1000,69000,4535000
748,Toyota, KDH,2007,Automatic,Diesel,2980,189000,8690000
751,Toyota, Axio,2010,Automatic,Petrol,1500,114,7500000
752,Toyota, Aqua,2012,Automatic,Petrol,1500,96000,4745000
753,Toyota, Prius,2015,Automatic,Petrol,1500,80000,6950000
754,Toyota, Corolla,2001,Automatic,Petrol,1300,150000,2850000
755,Toyota, Premio,2004,Automatic,Petrol,1800,190,5500000
756,Toyota, Soluna,2000,Manual,Petrol,1500,265000,2300000
757,Toyota, Prius,2007,Automatic,Petrol,1500,177000,5400000
758,Toyota, AQUA,2015,Automatic,Petrol,1500,55000,7550000
762,Toyota, Aqua,2012,Automatic,Petrol,1500,87000,5150000
763,Toyota, Vitz,2018,Automatic,Petrol,999,33000,7400000
764,Toyota, Corolla,2008,Automatic,Petrol,1590,113000,6350000
766,Toyota, Axio,2008,Automatic,Petrol,1500,99000,5800000
767,Toyota, Aqua,2013,Automatic,Petrol,1500,105000,5450000
768,Toyota, Sai,2013,Automatic,Petrol,2400,67000,9800000
769,Toyota, ALLION,2004,Automatic,Petrol,1500,128000,6000000
770,Toyota, KDH,2008,Automatic,Diesel,2980,185000,8350000
771,Toyota, Axio,2007,Automatic,Petrol,1500,123000,6600000
774,Toyota, Axio,2007,Automatic,Petrol,1490,102001,6350000
775,Toyota, Corolla,2008,Automatic,Petrol,1600,98000,5375000
776,Toyota, Corolla,2008,Automatic,Petrol,1600,98000,5375000
778,Toyota, Axio,2014,Automatic,Petrol,1490,78000,8500000
779,Toyota, Axio,2015,Automatic,Petrol,1500,63000,10000000
782,Toyota, Prius,2012,Automatic,Petrol,1800,126000,7450000
783,Toyota, Axio,2016,Automatic,Petrol,1490,97000,9500000
784,Toyota, Aqua,2014,Automatic,Petrol,1500,84000,7250000
785,Toyota, Prius,2008,Automatic,Petrol,1500,87500,5825000
786,Toyota, Premio,2011,Automatic,Petrol,1500,152000,8250000
787,Toyota, Axio,2015,Automatic,Petrol,1500,97000,8875000
789,Toyota, Aqua,2012,Automatic,Petrol,1500,77000,5500000
790,Toyota, Premio,2011,Automatic,Petrol,1500,1520000,8050000
791,Toyota, Premio,2007,Automatic,Petrol,1500,75000,7525000
792,Toyota, Corolla,2001,Automatic,Petrol,1800,136135,4575000
793,Toyota, Allion,2003,Automatic,Petrol,1800,201000,6100000
794,Toyota, Corolla,2002,Automatic,Petrol,1490,179000,5150000
795,Toyota, Kdh,2011,Automatic,Diesel,3000,180000,9200000
796,Toyota, Vitz,2011,Automatic,Petrol,1000,128500,5150000
798,Toyota, Pixis,2016,Automatic,Petrol,650,32000,4750000
799,Toyota, Premio,2007,Automatic,Petrol,1500,135000,7600000
802,Toyota, Allion,2003,Automatic,Petrol,1500,161000,5550000
803,Toyota, Prius,2008,Automatic,Petrol,1500,198000,4475000
805,Toyota, Townace,2007,Automatic,Petrol,1800,270000,4975000
810,Toyota, Aqua,2015,Automatic,Petrol,1500,63000,8525000
813,Toyota, Axio,2017,Automatic,Petrol,1500,65100,9975000
815,Toyota, Allion,2013,Automatic,Petrol,1500,96000,8950000
817,Toyota, Axio,2016,Automatic,Petrol,1500,58000,9200000
818,Toyota, Noah,2005,Manual,Diesel,2000,116000,4750000
819,Toyota, TownAce,2012,Manual,Diesel,2000,104000,4000000
821,Toyota, Aqua,2014,Automatic,Petrol,1500,100000,5400000
823,Toyota, Ln130,2008,Automatic,Diesel,2500,152000,5500000
825,Toyota, Dyna,2007,Manual,Diesel,2500,22,4600000
826,Toyota, Avanza,2016,Automatic,Petrol,1350,30000,9500000
827,Toyota, Aqua,2012,Automatic,Petrol,1500,163000,5850000
828,Toyota, Aqua,2015,Automatic,Petrol,1500,67000,8250000
829,Toyota, Prius,2015,Automatic,Petrol,1800,140000,6950000
830,Toyota, Aqua,2014,Automatic,Petrol,1500,112000,7050000
831,Toyota, Vitz,2018,Automatic,Petrol,1000,16000,7950000
832,Toyota, Vitz,2017,Automatic,Petrol,1000,58000,7550000
835,Toyota, Aqua,2012,Automatic,Petrol,1500,126321,6450000
836,Toyota, Double,2007,Manual,Diesel,2500,138900,7730000
838,Toyota, Prius,2009,Automatic,Petrol,1500,102000,4900000
839,Toyota, Prius,2012,Automatic,Petrol,1500,150000,7000000
841,Toyota, AXIO,2016,Automatic,Petrol,1500,70000,9500000
842,Toyota, Axio,2016,Automatic,Petrol,1500,60000,10150000
843,Toyota, Vitz,2008,Automatic,Petrol,1000,112000,4775000
844,Toyota, Vitz,2008,Automatic,Petrol,1000,112000,4775000
845,Toyota, Prius,2012,Automatic,Petrol,1800,174000,5875000
846,Toyota, Aqua,2012,Automatic,Petrol,1500,90000,5275000
847,Toyota, Prius,2011,Automatic,Petrol,1800,117500,5845000
848,Toyota, BELTA,2007,Automatic,Petrol,1000,121000,5195000
849,Toyota, Vitz,2007,Automatic,Petrol,1000,110000,4595000
850,Toyota, Aqua,2014,Automatic,Petrol,1500,95000,5950000
851,Toyota, Aqua,2012,Automatic,Petrol,1500,68000,6250000
852,Toyota, ALLION,2013,Automatic,Petrol,1500,21000,9475000
853,Toyota, Aqua,2012,Automatic,Petrol,1500,112000,5550000
854,Toyota, Vitz,2007,Automatic,Petrol,1000,125000,5200000
855,Toyota, Vitz,2007,Automatic,Petrol,1000,120000,4375000
857,Toyota, PRIUS,2012,Automatic,Petrol,1800,129000,6900000
858,Toyota, Ist,2004,Automatic,Petrol,1300,120000,4650000
859,Toyota, Passo,2004,Automatic,Petrol,999,142100,3650000
861,Toyota, Corolla,2008,Automatic,Petrol,1600,130000,6200000
865,Toyota, Premio,2009,Automatic,Petrol,1500,130000,8475000
866,Toyota, Premio,2009,Automatic,Petrol,1500,130000,8475000
867,Toyota, Vitz,2019,Automatic,Petrol,1000,4500,7400000
869,Toyota, Dolphin,2002,Manual,Diesel,2770,350000,4900000
871,Toyota, Vitz,2016,Automatic,Petrol,1000,71000,6575000
872,Toyota, Prius,2011,Manual,Petrol,1795,118000,5975000
873,Toyota, Aqua,2014,Automatic,Petrol,1500,110000,5990000
876,Toyota, Townace,2002,Automatic,Diesel,3000,173000,5350000
877,Toyota, Vitz,2007,Automatic,Petrol,1000,88750,4260000
879,Toyota, Belta,2010,Automatic,Petrol,1000,145000,5150000
882,Toyota, Aqua,2014,Automatic,Petrol,1500,88800,6550000
883,Toyota, Vios,2007,Automatic,Petrol,1500,150000,5500000
884,Toyota, Vios,2003,Automatic,Petrol,1500,94000,4090000
886,Toyota, VITZ,2004,Automatic,Petrol,1000,131000,5800000
887,Toyota, Prius,2011,Automatic,Petrol,1800,105000,5750000
890,Toyota, Axio,2015,Automatic,Petrol,1500,80000,7550000
891,Toyota, Freezer,2016,Manual,Diesel,4000,183000,8200000
892,Toyota, Vitz,2015,Automatic,Petrol,1000,46000,5750000
893,Toyota, SOLUNA,2000,Automatic,Petrol,1500,160000,2750000
895,Toyota, Vitz,2018,Automatic,Petrol,1000,32000,7975000
896,Toyota, Prius,2015,Automatic,Petrol,1800,73000,8300000
898,Toyota, Passo,2004,Automatic,Petrol,990,109200,3500000
899,Toyota, Axio,2007,Automatic,Petrol,1500,2,6600000
901,Toyota, Aqua,2014,Automatic,Petrol,1500,98000,5750000
902,Toyota, Corolla,2000,Automatic,Petrol,1500,110000,3750000
903,Toyota, Dyna,2001,Manual,Diesel,2980,153878,6600000
905,Toyota, Prius,2012,Automatic,Petrol,1790,170000,6775000
907,Toyota, Prius,2008,Automatic,Petrol,1500,95000,2700000
908,Toyota, Coaster,2012,Automatic,Diesel,4000,130000,7200000
909,Toyota, Vios,2003,Automatic,Petrol,1500,1240000,3925000
912,Toyota, Prius,2012,Automatic,Petrol,1800,96000,7200000
913,Toyota, Vitz,2015,Automatic,Petrol,1000,51000,6050000
914,Toyota, Axio,2014,Automatic,Petrol,1500,99123,7250000
918,Toyota, Harrier,2000,Automatic,Petrol,2000,150000,5390000
920,Toyota, Prius,2011,Automatic,Petrol,1800,132000,5890000
921,Toyota, KR42,2007,Automatic,Petrol,1800,110000,4950000
922,Toyota, Aqua,2014,Automatic,Petrol,1500,108000,5850000
923,Toyota, Premio,2011,Automatic,Petrol,1500,124000,9000000
925,Toyota, Aqua,2015,Automatic,Petrol,1500,105000,5900000
927,Toyota, Aqua,2012,Automatic,Petrol,1500,87000,5275000
928,Toyota, Vitz,2016,Automatic,Petrol,990,50000,6775000
929,Toyota, Vitz,2016,Automatic,Petrol,1000,56297,7290000
930,Toyota, Vitz,2019,Automatic,Petrol,990,8500,8250000
932,Toyota, Hilux,2010,Manual,Diesel,2500,152000,7950000
933,Toyota, Allion,2002,Automatic,Petrol,1800,133000,4850000
934,Toyota, Belta,2011,Automatic,Petrol,1000,93523,5075000
938,Toyota, Axio,2010,Automatic,Petrol,1500,92000,5750000
942,Toyota, Aqua,2014,Automatic,Petrol,1500,98900,6275000
943,Toyota, Prius,2009,Automatic,Petrol,1490,95000,4950000
945,Toyota, Aqua,2012,Automatic,Petrol,1500,1234,5200000
946,Toyota, KDH,2007,Automatic,Diesel,2490,164461,9290000
947,Toyota, Prius,2013,Automatic,Petrol,1800,110000,8500000
948,Toyota, Corolla,2000,Automatic,Petrol,1500,121000,4100000
949,Toyota, Axio,2015,Automatic,Petrol,1500,95000,9100000
950,Toyota, KDH,2007,Automatic,Diesel,2400,189216,9225000
951,Toyota, Aqua,2013,Automatic,Petrol,1500,86000,5000000
953,Toyota, Prius,2008,Automatic,Petrol,1500,123000,4600000
956,Toyota, Axio,2007,Automatic,Petrol,15000,64000,5650000
958,Toyota, Vitz,2008,Automatic,Petrol,1300,51000,5460000
959,Toyota, Hilux,2005,Manual,Diesel,2500,350000,7800000
962,Toyota, Prius,2014,Automatic,Petrol,1800,88000,7650000
965,Toyota, Vitz,2016,Automatic,Petrol,1000,45000,7150000
967,Toyota, Prius,2013,Automatic,Petrol,1800,111485,6875000
968,Toyota, Axio,2014,Automatic,Petrol,1499,100000,7200000
969,Toyota, Vitz,2007,Automatic,Petrol,1000,93000,4790000
970,Toyota, Vitz,2007,Automatic,Petrol,1000,93000,4790000
971,Toyota, Belta,2007,Automatic,Petrol,1300,85000,5575000
972,Toyota, Roomy,2017,Automatic,Petrol,1000,19800,7750000
973,Toyota, Hilux,2003,Manual,Diesel,2800,288800,7350000
974,Toyota, Allion,2007,Automatic,Petrol,1500,120000,6800000
975,Toyota, Vitz,2016,Automatic,Petrol,1300,50000,7000000
978,Toyota, Rav4,2000,Automatic,Petrol,1990,170000,6500000
979,Toyota, CR51,2000,Manual,Diesel,2000,195000,3950000
985,Toyota, TownAce,2008,Automatic,Petrol,1490,75000,4550000
986,Toyota, Corolla,2012,Manual,Petrol,1598,169999,6000000
987,Toyota, KDH,2006,Automatic,Diesel,2500,370000,7800000
988,Toyota, Axio,2014,Automatic,Petrol,1500,102000,6950000
991,Toyota, AQUA,2014,Automatic,Petrol,1500,70800,6695000
992,Toyota, Aqua,2013,Automatic,Petrol,1500,51000,6100000
993,Toyota, Prius,2010,Automatic,Petrol,1800,87000,5500000
994,Toyota, Aqua,2015,Automatic,Petrol,1500,116000,7450000
995,Toyota, Avanza,2011,Manual,Petrol,1300,77000,5100000
997,Toyota, Hilux,2007,Manual,Diesel,2500,155000,7300000
999,Toyota, Vitz,2016,Automatic,Petrol,1000,66000,6425000
1002,Toyota, Vitz,2007,Automatic,Petrol,1000,76300,4675000
1005,Toyota, Vitz,2016,Automatic,Petrol,1000,86600,6100000
1006,Toyota, CR36,2001,Manual,Diesel,2,158000,3550000
1007,Toyota, Prius,2008,Automatic,Petrol,1500,190000,4500000
1009,Toyota, AXIO,2015,Automatic,Petrol,1500,82600,8500000
1010,Toyota, Aqua,2012,Automatic,Petrol,1500,99000,4850000
1011,Toyota, T,2015,Manual,Petrol,1300,7500,900000
1013,Toyota, Corolla,2008,Manual,Diesel,2000,160000,7500000
1015,Toyota, Aqua,2013,Automatic,Petrol,1500,101000,5285000
1016,Toyota, Prius,2013,Automatic,Petrol,1790,111000,6990000
1017,Toyota, VITZ,2008,Automatic,Petrol,1000,94000,4975000
1018,Toyota, Tank,2017,Automatic,Petrol,1000,14800,8850000
1019,Toyota, Golden,2012,Manual,Diesel,2771,150000,4500000
1020,Toyota, Aqua,2014,Automatic,Petrol,1500,76000,5450000
1021,Toyota, Prius,2013,Automatic,Petrol,1800,152000,6850000
1022,Toyota, Noah,2000,Automatic,Diesel,2184,245000,4675000
1024,Toyota, Axio,2010,Automatic,Petrol,1500,90000,7000000
1027,Toyota, AQUA,2012,Automatic,Petrol,1500,99000,5600000
1028,Toyota, Allion,2010,Automatic,Petrol,1500,146000,8500000
1029,Toyota, Passo,2018,Automatic,Petrol,1000,12900,9000000
1032,Toyota, KR42,2000,Automatic,Diesel,2000,167000,4950000
1035,Toyota, Ist,2006,Automatic,Petrol,1300,110000,6100000
1036,Toyota, Allion,2008,Automatic,Petrol,1490,100000,6990000
1037,Toyota, Prius,2014,Automatic,Petrol,1800,59700,7900000
1038,Toyota, Vitz,2015,Automatic,Petrol,1000,44500,5975000
1039,Toyota, PRIUS,2010,Automatic,Petrol,1500,74000,5290000
1040,Toyota, Hilux,2007,Manual,Diesel,2800,165000,9500000
1042,Toyota, Hilux,2007,Automatic,Diesel,3000,106400,10500000
1043,Toyota, Axio,2007,Automatic,Petrol,1800,49500,7250000
1046,Toyota, Axio,2009,Automatic,Petrol,1490,105000,7040000
1047,Toyota, Aqua,2013,Automatic,Petrol,1500,69000,5700000
1048,Toyota, Land,2000,Automatic,Petrol,2700,190000,9500000
1050,Toyota, Aqua,2013,Automatic,Petrol,1500,48129,6250000
1054,Toyota, Aqua,2015,Automatic,Petrol,1500,64000,8475000
1058,Toyota, Prius,2008,Automatic,Petrol,1500,196000,5200000
1059,Toyota, Land,2003,Manual,Petrol,2700,135000,9750000
1065,Toyota, Vitz,2015,Automatic,Petrol,1000,59000,6675000
1066,Toyota, Vitz,2018,Automatic,Petrol,1000,35000,6900000
1068,Toyota, Vitz,2008,Automatic,Petrol,1000,125000,4850000
1071,Toyota, Camry,2009,Automatic,Petrol,2300,117000,7550000
1073,Toyota, AXIO,2008,Automatic,Petrol,1500,131000,5900000
1074,Toyota, Prius,2008,Automatic,Petrol,1490,98000,4600000
1075,Toyota, Prius,2009,Automatic,Petrol,1800,148500,5350000
1076,Toyota, Coaster,2016,Manual,Diesel,4000,69000,8550000
1077,Toyota, Vitz,2001,Automatic,Petrol,1000,91000,3050000
1078,Toyota, Hilux,2008,Manual,Diesel,2500,170000,8000000
1083,Toyota, Belta,2007,Automatic,Petrol,1000,139000,4980000
1084,Toyota, Vitz,2018,Automatic,Petrol,1000,30000,7500000
1087,Toyota, Soluna,2001,Automatic,Petrol,1500,167000,2950000
1088,Toyota, Wigo,2018,Automatic,Petrol,10000,35000,5100000
1089,Toyota, AQUA,2013,Automatic,Petrol,1490,106316,6175000
1090,Toyota, Aqua,2012,Automatic,Petrol,1500,127000,5290000
1095,Toyota, Land,2002,Manual,Diesel,3000,198500,10000000
1098,Toyota, Vitz,2017,Automatic,Petrol,1000,35751,7950000
1100,Toyota, AQUA,2013,Automatic,Petrol,1500,89000,6250000
1101,Toyota, Axio,2015,Automatic,Petrol,1500,78000,8275000
1103,Toyota, VITZ,2018,Automatic,Petrol,1000,19000,8250000
1104,Toyota, VITZ,2017,Automatic,Petrol,1000,36000,7550000
1105,Toyota, VITZ,2017,Automatic,Petrol,1000,22000,7650000
1106,Toyota, Vitz,2007,Automatic,Petrol,1000,81000,4300000
1107,Toyota, Vitz,2008,Automatic,Petrol,1300,106000,4975000
1108,Toyota, Axio,2014,Automatic,Petrol,1300,115000,5900000
1109,Toyota, Vitz,2019,Automatic,Petrol,990,19000,6990000
1110,Toyota, AQUA,2015,Automatic,Petrol,1500,93990,7395000
1112,Toyota, Aqua,2015,Automatic,Petrol,1500,78493,6750000
1113,Toyota, Hilux,2006,Automatic,Diesel,3000,145000,8875000
1114,Toyota, Prius,2009,Automatic,Petrol,1800,143000,5200000
1117,Toyota, Aqua,2013,Automatic,Petrol,1500,95000,5200000
1119,Toyota, AXIO,2016,Automatic,Petrol,1500,55000,8750000
1121,Toyota, Dyna,2018,Automatic,Diesel,4000,120800,8750000
1122,Toyota, Vitz,2016,Automatic,Petrol,990,35000,6350000
1123,Toyota, Harrier,2000,Automatic,Petrol,2100,93808,5690000
1125,Toyota, Vitz,2017,Automatic,Petrol,1000,38000,6550000
1127,Toyota, Allion,2009,Automatic,Petrol,1500,103000,7000000
1128,Toyota, Townace,2011,Automatic,Petrol,1500,95000,4850000
1130,Toyota, Vios,2004,Automatic,Petrol,1500,147000,4425000
1131,Toyota, Vitz,2013,Automatic,Petrol,1000,87000,6000000
1132,Toyota, Prius,2012,Automatic,Petrol,1790,99000,6300000
1134,Toyota, Vitz,2007,Automatic,Petrol,1000,128000,4080000
1136,Toyota, Prius,2008,Automatic,Petrol,1500,123000,4575000
1137,Toyota, Roomy,2017,Automatic,Petrol,1000,23000,7760000
1141,Toyota, Dolphin,2001,Manual,Diesel,2790,120000,5300000
1142,Toyota, Prius,2011,Automatic,Petrol,1800,128000,6250000
1143,Toyota, Roomy,2018,Automatic,Petrol,1000,11000,7900000
1144,Toyota, Axio,2007,Automatic,Petrol,1490,97000,5790000
1145,Toyota, CHR,2017,Automatic,Petrol,1200,37000,10800000
1148,Toyota, Allion,2007,Automatic,Petrol,1500,99671,7500000
1149,Toyota, Vios,2007,Automatic,Petrol,1500,112000,5425000
1150,Toyota, Prius,2009,Automatic,Petrol,1500,112000,4875000
1151,Toyota, DYNA,2007,Manual,Diesel,3000,195000,7750000
1152,Toyota, KDH,2006,Automatic,Diesel,2500,105000,8950000
1153,Toyota, Axio,2007,Automatic,Petrol,1499,144000,5825000
1154,Toyota, Axio,2007,Automatic,Petrol,1499,144000,5825000
1155,Toyota, Passo,2009,Automatic,Petrol,1000,77000,4150000
1157,Toyota, Prius,2010,Automatic,Petrol,1790,168000,5750000
1158,Toyota, Vitz,2016,Automatic,Petrol,1000,39000,6690000
1159,Toyota, KDH,2005,Automatic,Diesel,2500,185000,7900000
1160,Toyota, Vitz,2017,Automatic,Petrol,1000,44000,7900000
1161,Toyota, VITZ,2018,Automatic,Petrol,1500,38000,5725000
1162,Toyota, Vitz,2015,Automatic,Petrol,1000,37400,6650000
1163,Toyota, Prius,2010,Automatic,Petrol,1790,180537,5890000
1164,Toyota, Coaster,2011,Automatic,Diesel,3880,189000,5895000
1165,Toyota, Corolla,2004,Automatic,Petrol,1500,95000,6600000
1167,Toyota, Vitz,2017,Automatic,Petrol,1000,21500,6850000
1168,Toyota, Allion,2010,Automatic,Petrol,1500,180000,5550000
1169,Toyota, Vitz,2007,Automatic,Petrol,1000,98000,4675000
1170,Toyota, Kdh,2006,Automatic,Diesel,2500,215000,9425000
1171,Toyota, Axio,2010,Automatic,Petrol,150,120000,6650000
1173,Toyota, Yaris,2007,Manual,Petrol,1300,180000,5200000
1174,Toyota, Vitz,2008,Automatic,Petrol,1000,140000,4575000
1175,Toyota, Passo,2004,Automatic,Petrol,1000,81000,3550000
1176,Toyota, Axio,2017,Automatic,Petrol,1500,80000,10500000
1177,Toyota, Premio,2007,Automatic,Petrol,1500,119000,8300000
1178,Toyota, Aqua,2013,Automatic,Petrol,1500,107000,5700000
1179,Toyota, Axio,2014,Automatic,Petrol,1500,19300,7425000
1180,Toyota, Vitz,2018,Automatic,Petrol,990,25000,7650000
1184,Toyota, Prius,2014,Automatic,Petrol,1800,57000,7150000
1185,Toyota, Aqua,2012,Automatic,Petrol,1500,118000,5375000
1186,Toyota, VITZ,2011,Automatic,Petrol,1300,155000,4675000
1188,Toyota, Vios,2003,Automatic,Petrol,1500,148500,3990000
1189,Toyota, KDH,2012,Automatic,Diesel,3000,82000,10500000
1190,Toyota, Roomy,2017,Automatic,Petrol,1000,32000,8600000
1191,Toyota, Noah,2003,Automatic,Petrol,1800,123000,4800000
1192,Toyota, Vitz,2017,Automatic,Petrol,1000,22000,7450000
1193,Toyota, Hilux,2010,Manual,Diesel,2500,115000,6750000
1194,Toyota, Kr42,2001,Automatic,Diesel,2200,150000,5075000
1195,Toyota, Prius,2012,Automatic,Petrol,1800,135000,5800000
